,Unnamed: 0,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last,choice_numeric,choices_numeric,choice_numeric_last,interaction_won_and_metachoice,got_to_goal_retrieved_cached,MB_decision,optimal_metacontrol_choice,over_planning,over_control,optimal_metacontrol_choice_last,points_from_choice,points_from_goal,trial_points,total_points,correct_control_action,space_hit_points,goal_points,space_hit_points_total,total_score,metacontrol_accuracy
5304,5304,sub-080.csv,-0.6779661016949152,5,images/toothbrush.png,2,1,1,1,1,-1.6623114020411685,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5305,5305,sub-080.csv,-0.5084745762711864,6,images/toothbrush.png,2,1,1,1,1,-1.527397202097891,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5306,5306,sub-080.csv,-0.4576271186440678,7,images/toothbrush.png,2,1,1,1,1,-1.4623118475438066,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5307,5307,sub-080.csv,-0.4406779661016949,8,images/toothbrush.png,2,1,1,0,1,-1.6044503709230613,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5308,5308,sub-080.csv,-0.423728813559322,9,images/toothbrush.png,2,1,1,0,1,-1.6607312068216509,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5309,5309,sub-080.csv,-0.4067796610169492,10,images/toothbrush.png,2,1,1,0,1,-1.5945492999403497,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5310,5310,sub-080.csv,-0.3389830508474576,11,images/toothbrush.png,2,1,1,1,1,-1.3082228256997352,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5311,5311,sub-080.csv,-0.3220338983050847,12,images/toothbrush.png,2,1,1,0,1,-1.6602050294877535,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5312,5312,sub-080.csv,-0.3050847457627119,13,images/toothbrush.png,2,1,1,0,1,-1.4974494104860532,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5313,5313,sub-080.csv,-0.288135593220339,14,images/toothbrush.png,2,1,1,0,1,-1.6109390385603677,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5314,5314,sub-080.csv,-0.2711864406779661,15,images/toothbrush.png,2,1,1,0,1,-1.5735882595404032,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5315,5315,sub-080.csv,-0.2372881355932203,16,images/toothbrush.png,2,1,1,1,1,-1.4934342366777942,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5316,5316,sub-080.csv,-0.2203389830508474,17,images/toothbrush.png,2,1,1,0,1,-1.822012512399076,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5317,5317,sub-080.csv,-0.135593220338983,18,images/toothbrush.png,2,1,1,1,1,-1.6281111776997217,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5318,5318,sub-080.csv,-0.1016949152542373,19,images/toothbrush.png,2,1,1,1,1,-1.6777167531873949,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5319,5319,sub-080.csv,-0.0169491525423728,20,images/toothbrush.png,2,1,1,1,1,0.1275133202989595,1,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5320,5320,sub-080.csv,-1.0,1,images/car.png,3,1,1,1,1,1.0075198682647708,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,0.0,0,400,400,68400,1.0,0,4,0,4,1
5321,5321,sub-080.csv,-0.8813559322033898,2,images/car.png,3,0,1,1,1,-1.3280254529959148,0,0,3,0,right,53,1,1,1,0,1,0.0,0,Won_Novel,0,1,1,0,1.0,0,0,0,68400,0.6666666666666666,0,0,0,0,1
5322,5322,sub-080.csv,-0.8135593220338984,3,images/car.png,3,1,0,1,1,-0.7199019178687649,0,1,3,0,left,53,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5323,5323,sub-080.csv,-0.7796610169491526,4,images/car.png,3,1,1,1,1,-1.8294613364120664,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5324,5324,sub-080.csv,-0.6779661016949152,5,images/car.png,3,1,1,1,1,-1.9625477902083368,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5325,5325,sub-080.csv,-0.5084745762711864,6,images/car.png,3,1,1,1,1,-0.2109679753840763,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5326,5326,sub-080.csv,-0.4576271186440678,7,images/car.png,3,1,1,1,1,-1.9234639602254835,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5327,5327,sub-080.csv,-0.4406779661016949,8,images/car.png,3,1,1,0,1,-2.003221515768427,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5328,5328,sub-080.csv,-0.423728813559322,9,images/car.png,3,1,1,0,1,-2.071473372030659,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5329,5329,sub-080.csv,-0.4067796610169492,10,images/car.png,3,1,1,0,1,-2.122766666418209,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5330,5330,sub-080.csv,-0.3389830508474576,11,images/car.png,3,1,1,1,1,-1.9704077806557136,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5331,5331,sub-080.csv,-0.3220338983050847,12,images/car.png,3,1,1,0,1,-2.079441541679836,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5332,5332,sub-080.csv,-0.3050847457627119,13,images/car.png,3,1,1,0,1,-2.1070183094500705,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5333,5333,sub-080.csv,-0.288135593220339,14,images/car.png,3,1,1,0,1,-2.004705195565819,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5334,5334,sub-080.csv,-0.2711864406779661,15,images/car.png,3,1,1,0,1,-1.944211592419732,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5335,5335,sub-080.csv,-0.2372881355932203,16,images/car.png,3,1,1,1,1,-2.031032402472148,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5336,5336,sub-080.csv,-0.2203389830508474,17,images/car.png,3,1,1,0,1,-1.9790533676485675,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5337,5337,sub-080.csv,-0.135593220338983,18,images/car.png,3,1,1,1,1,-2.084253098677058,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5338,5338,sub-080.csv,-0.1016949152542373,19,images/car.png,3,1,1,1,1,-2.206366235253503,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5339,5339,sub-080.csv,-0.0169491525423728,20,images/car.png,3,1,1,1,1,-2.17595244206068,0,0,3,0,left,53,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,68400,1.0,0,4,0,4,1
5340,5340,sub-013.csv,-0.9830508474576272,1,start,1,1,0,1,1,2.6585798056279137,1,0,3,1,right,71,1,1,0,0,1,0.0,0,Lost_Novel,1,1,0,0,0.0,0,400,400,65700,1.0,0,4,0,4,1
5341,5341,sub-013.csv,-0.9661016949152542,2,start,1,1,1,0,1,1.640355015068822,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5342,5342,sub-013.csv,-0.9152542372881356,3,start,1,0,1,1,1,1.2029723039923526,1,0,3,1,left,71,0,1,1,0,0,0.0,0,Won_Novel,1,1,0,0,1.0,0,0,-100,65700,0.0,0,0,1,1,1
5343,5343,sub-013.csv,-0.864406779661017,4,start,1,1,0,1,1,1.3077921329649331,1,0,3,1,right,71,1,1,0,0,1,0.0,0,Lost_Novel,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5344,5344,sub-013.csv,-0.7627118644067796,5,start,1,1,1,1,1,0.6657759837638133,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5345,5345,sub-013.csv,-0.7457627118644068,6,start,1,1,1,0,1,0.5888971591861462,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5346,5346,sub-013.csv,-0.6271186440677966,7,start,1,1,1,1,1,0.5788580341578177,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5347,5347,sub-013.csv,-0.5932203389830508,8,start,1,1,1,1,1,0.4959150110302364,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5348,5348,sub-013.csv,-0.5423728813559322,9,start,1,1,1,1,1,0.2390169004704999,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5349,5349,sub-013.csv,-0.4745762711864407,10,start,1,1,1,1,1,0.1881379421153945,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5350,5350,sub-013.csv,-0.4067796610169492,11,start,1,1,1,1,1,1.09894556645823,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5351,5351,sub-013.csv,-0.3728813559322034,12,start,1,1,1,1,1,0.436317571590929,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5352,5352,sub-013.csv,-0.3389830508474576,13,start,1,1,1,1,1,0.5754891370917129,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5353,5353,sub-013.csv,-0.2372881355932203,14,start,1,1,1,1,1,0.4668737362368079,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5354,5354,sub-013.csv,-0.2033898305084746,15,start,1,1,1,1,1,0.1906203596086497,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5355,5355,sub-013.csv,-0.1864406779661017,16,start,1,1,1,0,1,0.8510052651755257,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5356,5356,sub-013.csv,-0.1525423728813559,17,start,1,1,1,1,1,0.1133286853070032,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5357,5357,sub-013.csv,-0.1186440677966101,18,start,1,1,1,1,1,0.1043600153242428,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5358,5358,sub-013.csv,-0.0677966101694915,19,start,1,1,1,1,1,0.1380212978973746,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5359,5359,sub-013.csv,-0.0169491525423728,20,start,1,1,1,1,1,0.4027948795522855,1,1,3,1,right,71,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5360,5360,sub-013.csv,-0.9830508474576272,1,images/toothbrush.png,2,1,1,1,1,1.7288196694541809,1,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,0.0,0,400,400,65700,1.0,0,4,0,4,1
5361,5361,sub-013.csv,-0.9661016949152542,2,images/toothbrush.png,2,1,1,0,1,0.3371862673548699,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5362,5362,sub-013.csv,-0.9152542372881356,3,images/baby.png,2,0,1,1,1,2.3779708198999354,0,0,3,0,space,71,0,0,1,1,2,0.0,0,Won_Novel,-10,0,1,0,1.0,-100,0,-100,65700,0.0,1,0,1,1,1
5363,5363,sub-013.csv,-0.864406779661017,4,images/toothbrush.png,2,1,0,1,1,0.4700036292457356,1,1,3,0,left,71,1,1,0,0,0,1.0,-1,Won_Cached,0,1,1,0,0.0,0,400,400,65700,1.0,0,4,0,4,1
5364,5364,sub-013.csv,-0.7627118644067796,5,images/toothbrush.png,2,1,1,1,1,-0.1042500213737991,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5365,5365,sub-013.csv,-0.7457627118644068,6,images/toothbrush.png,2,1,1,0,1,0.0980337402713654,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5366,5366,sub-013.csv,-0.6271186440677966,7,images/toothbrush.png,2,1,1,1,1,0.0751074724868054,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5367,5367,sub-013.csv,-0.5932203389830508,8,images/toothbrush.png,2,1,1,1,1,0.2215422699472359,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5368,5368,sub-013.csv,-0.5423728813559322,9,images/toothbrush.png,2,1,1,1,1,-0.2561834053924099,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5369,5369,sub-013.csv,-0.4745762711864407,10,images/toothbrush.png,2,1,1,1,1,-0.5058380822549516,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5370,5370,sub-013.csv,-0.4067796610169492,11,images/toothbrush.png,2,1,1,1,1,-0.5905905922348531,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5371,5371,sub-013.csv,-0.3728813559322034,12,images/toothbrush.png,2,1,1,1,1,-0.6812186096946715,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5372,5372,sub-013.csv,-0.3389830508474576,13,images/toothbrush.png,2,1,1,1,1,-0.4494169956373471,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5373,5373,sub-013.csv,-0.2372881355932203,14,images/toothbrush.png,2,1,1,1,1,-0.7381445464906811,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5374,5374,sub-013.csv,-0.2033898305084746,15,images/toothbrush.png,2,1,1,1,1,-0.6386589952758756,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5375,5375,sub-013.csv,-0.1864406779661017,16,images/toothbrush.png,2,1,1,0,1,-0.707246104939447,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5376,5376,sub-013.csv,-0.1525423728813559,17,images/toothbrush.png,2,1,1,1,1,-0.7444404749474959,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5377,5377,sub-013.csv,-0.1186440677966101,18,images/toothbrush.png,2,1,1,1,1,0.2499802052677694,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5378,5378,sub-013.csv,-0.0677966101694915,19,images/toothbrush.png,2,1,1,1,1,-0.7550225842780328,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5379,5379,sub-013.csv,-0.0169491525423728,20,images/toothbrush.png,2,1,1,1,1,-0.6014799920341214,1,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5380,5380,sub-013.csv,-0.9830508474576272,1,images/car.png,3,1,1,1,1,0.3060130291365044,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,0.0,0,400,400,65700,1.0,0,4,0,4,1
5381,5381,sub-013.csv,-0.9661016949152542,2,images/car.png,3,1,1,0,1,-0.8119307165499123,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5382,5382,sub-013.csv,-0.9152542372881356,3,images/bowtie.png,3,0,1,1,1,1.8702625307159984,0,0,3,0,right,71,0,1,1,0,1,0.0,0,Won_Novel,-10,1,1,0,1.0,0,0,-100,65700,0.0,0,0,1,1,0
5383,5383,sub-013.csv,-0.864406779661017,4,images/car.png,3,1,0,1,1,-0.2783920255446883,0,0,3,0,left,71,1,1,0,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5384,5384,sub-013.csv,-0.7627118644067796,5,images/car.png,3,1,1,1,1,-0.0822952427268301,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5385,5385,sub-013.csv,-0.7457627118644068,6,images/car.png,3,1,1,0,1,-0.2294131643278051,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5386,5386,sub-013.csv,-0.6271186440677966,7,images/car.png,3,1,1,1,1,-0.2231435513142097,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5387,5387,sub-013.csv,-0.5932203389830508,8,images/car.png,3,1,1,1,1,-0.3229638865964207,0,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5388,5388,sub-013.csv,-0.5423728813559322,9,images/car.png,3,1,1,1,1,-0.6106459590482015,0,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5389,5389,sub-013.csv,-0.4745762711864407,10,images/car.png,3,1,1,1,1,-0.6597124044737079,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5390,5390,sub-013.csv,-0.4067796610169492,11,images/car.png,3,1,1,1,1,-0.6831968497067772,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5391,5391,sub-013.csv,-0.3728813559322034,12,images/car.png,3,1,1,1,1,-0.709276562489829,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5392,5392,sub-013.csv,-0.3389830508474576,13,images/car.png,3,1,1,1,1,-0.6367668471238376,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5393,5393,sub-013.csv,-0.2372881355932203,14,images/car.png,3,1,1,1,1,-0.6991652528855083,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5394,5394,sub-013.csv,-0.2033898305084746,15,images/car.png,3,1,1,1,1,-0.7852624694677509,0,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5395,5395,sub-013.csv,-0.1864406779661017,16,images/car.png,3,1,1,0,1,-0.8556661100577202,0,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5396,5396,sub-013.csv,-0.1525423728813559,17,images/car.png,3,1,1,1,1,-0.6753072624316143,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5397,5397,sub-013.csv,-0.1186440677966101,18,images/car.png,3,1,1,1,1,-0.908818717035454,0,1,3,0,left,71,1,1,1,0,0,0.0,0,Won_Cached,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5398,5398,sub-013.csv,-0.0677966101694915,19,images/car.png,3,1,1,1,1,-0.7423374247507171,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5399,5399,sub-013.csv,-0.0169491525423728,20,images/car.png,3,1,1,1,1,-0.6198967188203526,0,0,3,0,left,71,1,1,1,0,0,0.0,0,Lost_Novel,0,1,1,0,1.0,0,400,400,65700,1.0,0,4,0,4,1
5400,5400,sub-065.csv,-1.0,1,start,1,0,0,1,1,3.919362008939843,1,0,3,1,left,66,1,1,0,0,0,0.0,0,Won_Novel,1,1,0,0,0.0,0,0,0,69000,0.0,0,0,0,0,1
5401,5401,sub-065.csv,-0.8983050847457628,2,start,1,1,0,1,1,2.603504168477822,1,0,3,1,right,66,1,1,1,0,1,0.0,0,Lost_Novel,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5402,5402,sub-065.csv,-0.8813559322033898,3,start,1,1,1,0,1,0.8858315243894465,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5403,5403,sub-065.csv,-0.8305084745762712,4,start,1,1,1,1,1,3.1537867522049474,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5404,5404,sub-065.csv,-0.6949152542372882,5,start,1,1,1,1,1,1.8035068642616887,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5405,5405,sub-065.csv,-0.576271186440678,6,start,1,1,1,1,1,1.9862977635319303,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5406,5406,sub-065.csv,-0.5254237288135594,7,start,1,1,1,1,1,-0.0498206949839559,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5407,5407,sub-065.csv,-0.4915254237288136,8,start,1,1,1,1,1,0.4267698746019935,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5408,5408,sub-065.csv,-0.4745762711864407,9,start,1,1,1,0,1,0.2063635512741926,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5409,5409,sub-065.csv,-0.423728813559322,10,start,1,1,1,1,1,0.6494564919352122,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5410,5410,sub-065.csv,-0.4067796610169492,11,start,1,1,1,0,1,1.1607729850197168,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5411,5411,sub-065.csv,-0.3050847457627119,12,start,1,1,1,1,1,0.3900807060644171,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5412,5412,sub-065.csv,-0.2372881355932203,13,start,1,1,1,1,1,0.3381850546248877,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5413,5413,sub-065.csv,-0.2203389830508474,14,start,1,1,1,0,1,0.0141001243787816,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5414,5414,sub-065.csv,-0.1694915254237288,15,start,1,1,1,1,1,-0.2613647641344075,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
5415,5415,sub-065.csv,-0.1525423728813559,16,start,1,1,1,0,1,-0.2676180414160392,1,1,3,1,right,66,1,1,1,0,1,0.0,0,Won_Cached,1,1,0,0,1.0,0,400,400,69000,1.0,0,4,0,4,1
