Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6474734c979ebb5b33b00ce6,5c8675c2d34170000141c920,RETURNED,,2023-05-29T09:41:48.512000Z,,,2024-12-28T13:02:40.966303Z,,,508,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647474bbb2354770261fc41c,580aaa7047d0b600011663d8,APPROVED,,2023-05-29T09:47:55.351000Z,2023-05-29T10:43:26.664000Z,2023-05-29T14:11:54.828000Z,2023-05-29T10:43:27.056270Z,3332,CHPYNJMX,1158,DATA_EXPIRED,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
64747583bfe1a4a1701dbd40,63d40228c2fb877b0bfe84ec,RETURNED,,2023-05-29T10:00:59.495000Z,,,2024-12-28T13:02:40.964913Z,,,1244,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
64747592fc15babfd5736afe,5d5d0d93675200001acda025,RETURNED,,2023-05-29T10:01:14.492000Z,,,2024-12-28T13:02:41.089177Z,,,1210,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
647475ccc12ebd7a428da936,61268bfae35dcb011f6081b5,APPROVED,,2023-05-29T09:52:18.530000Z,2023-05-29T10:54:19.627000Z,2023-05-29T14:11:55.013000Z,2023-05-29T10:54:20.200393Z,3722,CHPYNJMX,1032,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
647475d71cca289a641fc429,59479251f236120001ecf9a2,APPROVED,,2023-05-29T09:52:36.514000Z,2023-05-29T10:39:36.734000Z,2023-05-29T14:11:55.197000Z,2023-05-29T10:39:37.096138Z,2821,CHPYNJMX,1174,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
647477c00f3dd4bdf37cca5e,5ee64d0bf796cb3b252a8c99,APPROVED,,2023-05-29T10:00:36.652000Z,2023-05-29T10:52:32.593000Z,2023-05-29T14:11:55.389000Z,2023-05-29T10:52:33.466211Z,3116,CHPYNJMX,1674,58,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64747d3e78c2fe95c51f3daf,607081b0ecb2499634a349dd,APPROVED,,2023-05-29T10:24:01.202000Z,2023-05-29T11:05:33.351000Z,2023-05-29T14:11:55.578000Z,2023-05-29T11:05:33.723198Z,2493,CHPYNJMX,1493,43,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
64749047bc0610b53a1134d7,57d5ab3a722df500017f3622,APPROVED,,2023-05-29T11:45:20.992000Z,2023-05-29T12:37:14.223000Z,2023-05-29T14:11:55.768000Z,2023-05-29T12:37:14.589350Z,3114,CHPYNJMX,3847,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
64749047f8552bfca71ed69b,5ba4d89abf3b9d000152023c,APPROVED,,2023-05-29T11:45:25.336000Z,2023-05-29T12:57:06.134000Z,2023-05-29T14:11:56.845000Z,2023-05-29T12:57:06.840910Z,4301,CHPYNJMX,64,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
