study,model,sub,npar,loglik,lme,bic,n_obs
study2,MBMC,sub-054.csv,9,-0.8511335538269695,-0.8511335538269695,48.438878765665834,180
study2,MBMC,sub-055.csv,9,-0.45933053675879437,-0.45933053675879437,47.655272731529486,180
study2,MBMC,sub-056.csv,9,-62.022465192521096,-62.022465192521096,170.7815420430541,180
study2,MBMC,sub-057.csv,9,-5.760151559268991,-5.760151559268991,58.25691477654988,180
study2,MBMC,sub-058.csv,9,-18.216636310996627,-18.216636310996627,83.16988428000515,180
study2,MBMC,sub-059.csv,9,-7.898131104561233,-7.898131104561233,62.53287386713436,180
study2,MBMC,sub-060.csv,9,-55.53118564664783,-55.53118564664783,157.79898295130755,180
study2,MBMC,sub-061.csv,9,-35.45589400717132,-35.45589400717132,117.64839967235453,180
study2,MBMC,sub-062.csv,9,-0.4363821126519309,-0.4363821126519309,47.60937588331576,180
study2,MBMC,sub-063.csv,9,-57.66356241164785,-57.66356241164785,162.06373648130761,180
study2,MBMC,sub-064.csv,9,-74.29946473291973,-74.29946473291973,195.33554112385136,180
study2,MBMC,sub-065.csv,9,-0.4484211261358502,-0.4484211261358502,47.6334539102836,180
study2,MBMC,sub-066.csv,9,-48.3548659569704,-48.3548659569704,143.4463435719527,180
study2,MBMC,sub-067.csv,9,-0.44590935610328863,-0.44590935610328863,47.628430370218474,180
study2,MBMC,sub-068.csv,9,-29.996082683950615,-29.996082683950615,106.72877702591313,180
study2,MBMC,sub-069.csv,9,-21.463979265619805,-21.463979265619805,89.6645701892515,180
study2,MBMC,sub-070.csv,9,-46.2143207476269,-46.2143207476269,139.1652531532657,180
study2,MBMC,sub-071.csv,9,-53.260538304660436,-53.260538304660436,153.25768826733275,180
study2,MBMC,sub-072.csv,9,-57.6911151944675,-57.6911151944675,162.1188420469469,180
study2,MBMC,sub-073.csv,9,-9.581454889139886,-9.581454889139886,65.89952143629166,180
study2,MBMC,sub-074.csv,9,-80.14625989212003,-80.14625989212003,207.02913144225195,180
study2,MBMC,sub-075.csv,9,-0.24899192376410834,-0.24899192376410834,47.23459550554011,180
study2,MBMC,sub-076.csv,9,-5.569055635384501,-5.569055635384501,57.8747229287809,180
study2,MBMC,sub-077.csv,9,-46.13999671774829,-46.13999671774829,139.01660509350847,180
study2,MBMC,sub-078.csv,9,-45.11510060221833,-45.11510060221833,136.96681286244853,180
study2,MBMC,sub-079.csv,9,-92.56721461168291,-92.56721461168291,231.87104088137772,180
study2,MBMC,sub-080.csv,9,-15.035698278659039,-15.035698278659039,76.80800821532998,180
study2,MBMC,sub-081.csv,9,-45.39616652386731,-45.39616652386731,137.5289447057465,180
study2,MBMC,sub-082.csv,9,-27.09786700690619,-27.09786700690619,100.93234567182427,180
study2,MBMC,sub-083.csv,9,-74.34135795159008,-74.34135795159008,195.41932756119206,180
study2,MBMC,sub-084.csv,9,-10.597905475370588,-10.597905475370588,67.93242260875307,180
study2,MBMC,sub-085.csv,9,-47.940226763948424,-47.940226763948424,142.61706518590876,180
study2,MBMC,sub-086.csv,9,-23.755254103171758,-23.755254103171758,94.24711986435541,180
study2,MBMC,sub-087.csv,9,-8.968685417096552,-8.968685417096552,64.673982492205,180
study2,MBMC,sub-088.csv,9,-6.157264514347436,-6.157264514347436,59.051140686706766,180
study2,MBMC,sub-089.csv,9,-98.40402858684585,-98.40402858684585,243.5446688317036,180
study2,MBMC,sub-090.csv,9,-23.802493460656418,-23.802493460656418,94.34159857932474,180
study2,MBMC,sub-091.csv,9,-0.4372538906081925,-0.4372538906081925,47.61111943922828,180
study2,MBMC,sub-092.csv,9,-0.43655410451747806,-0.43655410451747806,47.60971986704685,180
study2,MBMC,sub-093.csv,9,-0.4382224309115521,-0.4382224309115521,47.613056519835,180
study2,MBMC,sub-094.csv,9,-81.46420662787031,-81.46420662787031,209.66502491375252,180
study2,MBMC,sub-095.csv,9,-16.342628367008338,-16.342628367008338,79.42186839202857,180
study2,MBMC,sub-096.csv,9,-28.034605569197772,-28.034605569197772,102.80582279640744,180
study2,MBMC,sub-097.csv,9,-59.606768048503575,-59.606768048503575,165.95014775501903,180
study2,MBMC,sub-098.csv,9,-15.498554273858884,-15.498554273858884,77.73372020572967,180
study2,MBMC,sub-099.csv,9,-45.44974898398576,-45.44974898398576,137.6361096259834,180
study2,MBMC,sub-100.csv,9,-11.151919287732651,-11.151919287732651,69.0404502334772,180
study2,MBMC,sub-101.csv,9,-46.73895777638987,-46.73895777638987,140.21452721079163,180
study2,MBMC,sub-102.csv,9,-0.4453560897850275,-0.4453560897850275,47.62732383758195,180
study2,MBMC,sub-103.csv,9,-7.498950496517353,-7.498950496517353,61.7345126510466,180
study2,MBMC,sub-104.csv,9,-29.13827504771185,-29.13827504771185,105.0131617534356,180
study2,MBMC,sub-105.csv,9,-8.664521614148965,-8.664521614148965,64.06565488630983,180
study2,MBMC,sub-106.csv,9,-13.108999947028813,-13.108999947028813,72.95461155206952,180
study2,MBMC,sub-107.csv,9,-10.893814455134924,-10.893814455134924,68.52424056828174,180
study2,MBMC,sub-108.csv,9,-6.878029448032481,-6.878029448032481,60.49267055407686,180
study2,MBMC,sub-109.csv,9,-47.29107108434446,-47.29107108434446,141.3187538267008,180
study2,MBMC,sub-110.csv,9,-44.12925095397996,-44.12925095397996,134.99511356597182,180
study2,MBMC,sub-111.csv,9,-3.8337093791384143,-3.8337093791384143,54.40403041628873,180
study2,MBMC,sub-112.csv,9,-38.340211341424656,-38.340211341424656,123.4170343408612,180
study2,MBMC,sub-113.csv,9,-34.46886427026828,-34.46886427026828,115.67434019854845,180
study2,MBMC,sub-114.csv,9,-17.71478196653888,-17.71478196653888,82.16617559108965,180
study2,MBMC,sub-115.csv,9,-54.81168713494601,-54.81168713494601,156.35998592790392,180
study2,MBMC,sub-116.csv,9,-0.867745246806811,-0.867745246806811,48.47210215162552,180
study2,MBMC,sub-117.csv,9,-0.3068024088331255,-0.3068024088331255,47.350216475678145,180
study2,MBMC,sub-118.csv,9,-19.5838918051971,-19.5838918051971,85.90439526840609,180
study2,MBMC,sub-119.csv,9,-15.065650449571905,-15.065650449571905,76.8679125571557,180
study2,MBMC,sub-120.csv,9,-8.905105326227426,-8.905105326227426,64.54682231046675,180
study2,MBMC,sub-121.csv,9,-26.07367086703919,-26.07367086703919,98.88395339209028,180
study2,MBMC,sub-122.csv,9,-30.1088760026109,-30.1088760026109,106.95436366323369,180
study2,MBMC,sub-123.csv,9,-35.90283636706264,-35.90283636706264,118.54228439213718,180
study2,MBMC,sub-124.csv,9,-78.06505154840676,-78.06505154840676,202.8667147548254,180
study2,MBMC,sub-125.csv,9,-31.219024067882017,-31.219024067882017,109.17465979377593,180
study2,MBMC,sub-126.csv,9,-20.310196133653672,-20.310196133653672,87.35700392531925,180
study2,MBMC,sub-127.csv,9,-8.293461851588503,-8.293461851588503,63.3235353611889,180
study2,MBMC,sub-128.csv,9,-12.260216673377553,-12.260216673377553,71.25704500476701,180
study2,MBMC,sub-129.csv,9,-32.259239184461116,-32.259239184461116,111.25509002693413,180
study2,MBMC,sub-130.csv,9,-14.943811018425945,-14.943811018425945,76.62423369486379,180
study2,MBMC,sub-131.csv,9,-10.862584879678474,-10.862584879678474,68.46178141736884,180
study2,MBMC,sub-132.csv,9,-37.510140764788474,-37.510140764788474,121.75689318758884,180
study2,MBMC,sub-133.csv,9,-0.5194989314587352,-0.5194989314587352,47.775609520929365,180
study2,MBMC,sub-134.csv,9,-78.74245601779812,-78.74245601779812,204.22152369360813,180
study2,MBMC,sub-135.csv,9,-11.214663092923587,-11.214663092923587,69.16593784385907,180
study2,MBMC,sub-136.csv,9,-79.73714667297747,-79.73714667297747,206.21090500396684,180
study2,MBMC,sub-137.csv,9,-17.0453721454891,-17.0453721454891,80.82735594899009,180
study2,MBMC,sub-138.csv,9,-18.1142366308828,-18.1142366308828,82.9650849197775,180
study2,MBMC,sub-139.csv,9,-15.111422600228938,-15.111422600228938,76.95945685846976,180
study2,MBMC,sub-140.csv,9,-0.4820162225433008,-0.4820162225433008,47.7006441030985,180
study2,MBMC,sub-141.csv,9,-61.027257388022015,-61.027257388022015,168.7911264340559,180
study2,MBMC,sub-142.csv,9,-49.586390361652256,-49.586390361652256,145.90939238131642,180
study2,MBMC,sub-143.csv,9,-31.202671870154123,-31.202671870154123,109.14195539832014,180
study2,MBMC,sub-144.csv,9,-6.051485686649492,-6.051485686649492,58.83958303131088,180
study2,MBMC,sub-145.csv,9,-18.091509311062083,-18.091509311062083,82.91963028013606,180
study2,MBMC,sub-146.csv,9,-9.609253699095767,-9.609253699095767,65.95511905620343,180
study2,MBMC,sub-147.csv,9,-53.322667087498274,-53.322667087498274,153.38194583300844,180
study2,MBMC,sub-148.csv,9,-7.73106015537561,-7.73106015537561,62.19873196876311,180
study2,MBMC,sub-149.csv,9,-0.4746379377456072,-0.4746379377456072,47.68588753350311,180
study2,MBMC,sub-150.csv,9,-43.795553262607775,-43.795553262607775,134.32771818322743,180
study2,MBMC,sub-151.csv,9,-32.591732563267435,-32.591732563267435,111.92007678454677,180
study2,MBMC,sub-152.csv,9,-22.897776690715233,-22.897776690715233,92.53216503944236,180
study2,MBMC,sub-153.csv,9,-0.8971589329073307,-0.8971589329073307,48.53092952382656,180
study2,MBMC,sub-154.csv,9,-25.439806960291932,-25.439806960291932,97.61622557859576,180
study2,MBMC,sub-155.csv,9,-22.248254783522626,-22.248254783522626,91.23312122505715,180
study2,MBMC,sub-156.csv,9,-10.417240755514065,-10.417240755514065,67.57109316904003,180
study2,MBMC,sub-157.csv,9,-16.01073041583788,-16.01073041583788,78.75807248968766,180
study2,MBMC,sub-158.csv,9,-9.520943206366344,-9.520943206366344,65.77849807074458,180
study2,MBMC,sub-159.csv,9,-7.289179663404136,-7.289179663404136,61.314970984820164,180
study2,MBMC,sub-160.csv,9,-44.73686832319471,-44.73686832319471,136.21034830440132,180
study2,MBMC,sub-161.csv,9,-11.993353597979368,-11.993353597979368,70.72331885397062,180
study2,MBMC,sub-162.csv,9,-11.284462914510469,-11.284462914510469,69.30553748703284,180
study2,MBMC,sub-163.csv,9,-58.270958326505365,-58.270958326505365,163.27852831102263,180
study2,SR,sub-001.csv,2,-49.35151773649008,-49.35151773649008,109.08894917476059,180
study2,SR,sub-002.csv,2,-5.479215351960568,-5.479215351960568,21.344344405701555,180
study2,SR,sub-003.csv,2,-32.06379870054161,-32.06379870054161,74.51351110286365,180
study2,SR,sub-004.csv,2,-47.63645842325286,-47.63645842325286,105.65883054828615,180
study2,SR,sub-005.csv,2,-38.911630480287045,-38.911630480287045,88.20917466235451,180
study2,SR,sub-006.csv,2,-45.985022722118266,-45.985022722118266,102.35595914601696,180
study2,SR,sub-007.csv,2,-54.1230718437684,-54.1230718437684,118.63205738931723,180
study2,SR,sub-011.csv,2,-23.167240260343654,-23.167240260343654,56.72039422246773,180
study2,SR,sub-012.csv,2,-0.7280033799773022,-0.7280033799773022,11.841920461735025,180
study2,SR,sub-013.csv,2,-0.7280052769069023,-0.7280052769069023,11.841924255594225,180
study2,SR,sub-008.csv,2,-58.3392103328132,-58.3392103328132,127.06433436740683,180
study2,SR,sub-014.csv,2,-17.680313851113294,-17.680313851113294,45.746541404007004,180
study2,SR,sub-015.csv,2,-16.032185864710083,-16.032185864710083,42.450285431200584,180
study2,SR,sub-016.csv,2,-46.43710571906479,-46.43710571906479,103.26012513991,180
study2,SR,sub-017.csv,2,-33.819666531168515,-33.819666531168515,78.02524676411745,180
study2,SR,sub-018.csv,2,-61.804459869638514,-61.804459869638514,133.99483344105744,180
study2,SR,sub-019.csv,2,-95.86189779940075,-95.86189779940075,202.10970930058193,180
study2,SR,sub-020.csv,2,-43.00732364127067,-43.00732364127067,96.40056098432177,180
study2,SR,sub-021.csv,2,-37.092909843339484,-37.092909843339484,84.57173338845939,180
study2,SR,sub-009.csv,2,-0.7998533362694018,-0.7998533362694018,11.985620374319225,180
study2,SR,sub-010.csv,2,-41.34297886944951,-41.34297886944951,93.07187144067944,180
study2,SR,sub-022.csv,2,-20.61777720037462,-20.61777720037462,51.62146810252966,180
study2,SR,sub-023.csv,2,-50.76845704391179,-50.76845704391179,111.922827789604,180
study2,SR,sub-024.csv,2,-44.44527247304466,-44.44527247304466,99.27645864786975,180
study2,SR,sub-025.csv,2,-52.22635024460875,-52.22635024460875,114.83861419099793,180
study2,SR,sub-026.csv,2,-5.339982909851595,-5.339982909851595,21.06587952148361,180
study2,SR,sub-027.csv,2,-38.09106791673858,-38.09106791673858,86.56804953525759,180
study2,SR,sub-028.csv,2,-51.32932552077425,-51.32932552077425,113.04456474332892,180
study2,SR,sub-029.csv,2,-0.7321236263113171,-0.7321236263113171,11.850160954403055,180
study2,SR,sub-030.csv,2,-108.03959887168499,-108.03959887168499,226.4651114451504,180
study2,SR,sub-031.csv,2,-49.83466267771281,-49.83466267771281,110.05523905720604,180
study2,SR,sub-032.csv,2,-68.27545564087083,-68.27545564087083,146.9368249835221,180
study2,SR,sub-033.csv,2,-32.11297976707665,-32.11297976707665,74.61187323593373,180
study2,SR,sub-034.csv,2,-0.7280054714725459,-0.7280054714725459,11.841924644725513,180
study2,SR,sub-035.csv,2,-104.47208583212901,-104.47208583212901,219.33008536603845,180
study2,SR,sub-036.csv,2,-118.68225239224056,-118.68225239224056,247.75041848626154,180
study2,SR,sub-037.csv,2,-29.239404595735355,-29.239404595735355,68.86472289325113,180
study2,SR,sub-038.csv,2,-44.91044114814336,-44.91044114814336,100.20679599806715,180
study2,SR,sub-039.csv,2,-86.82753725246792,-86.82753725246792,184.04098820671626,180
study2,SR,sub-040.csv,2,-112.14979150771748,-112.14979150771748,234.6854967172154,180
study2,SR,sub-041.csv,2,-31.422654150401392,-31.422654150401392,73.23122200258321,180
study2,SR,sub-042.csv,2,-45.41696754790453,-45.41696754790453,101.21984879758948,180
study2,SR,sub-043.csv,2,-42.21579479389217,-42.21579479389217,94.81750328956477,180
study2,SR,sub-044.csv,2,-44.479292527420064,-44.479292527420064,99.34449875662055,180
study2,SR,sub-045.csv,2,-97.37632418887024,-97.37632418887024,205.1385620795209,180
study2,SR,sub-046.csv,2,-37.31028939726967,-37.31028939726967,85.00649249631977,180
study2,SR,sub-047.csv,2,-86.75573108500913,-86.75573108500913,183.8973758717987,180
study2,SR,sub-048.csv,2,-0.7280047767854114,-0.7280047767854114,11.841923255351244,180
study2,SR,sub-049.csv,2,-91.31661852836555,-91.31661852836555,193.01915075851153,180
study2,SR,sub-050.csv,2,-82.13736770207107,-82.13736770207107,174.66064910592257,180
study2,SR,sub-051.csv,2,-56.14199732628992,-56.14199732628992,122.66990835436026,180
study2,SR,sub-052.csv,2,-97.85483832013581,-97.85483832013581,206.09559034205205,180
study2,SR,sub-053.csv,2,-117.40108570839422,-117.40108570839422,245.18808511856886,180
study2,SR,sub-054.csv,2,-15.06505311784509,-15.06505311784509,40.5160199374706,180
study2,SR,sub-055.csv,2,-0.7300810638598891,-0.7300810638598891,11.846075829500199,180
study2,SR,sub-056.csv,2,-121.35414150681325,-121.35414150681325,253.09419671540692,180
study2,SR,sub-057.csv,2,-47.34101126003667,-47.34101126003667,105.06793622185377,180
study2,SR,sub-058.csv,2,-42.89575884564107,-42.89575884564107,96.17743139306256,180
study2,SR,sub-059.csv,2,-62.18403940366602,-62.18403940366602,134.75399250911246,180
study2,SR,sub-060.csv,2,-76.96644407956074,-76.96644407956074,164.3188018609019,180
study2,SR,sub-061.csv,2,-71.42847922339651,-71.42847922339651,153.24287214857344,180
study2,SR,sub-062.csv,2,-0.7321183798572761,-0.7321183798572761,11.850150461494973,180
study2,SR,sub-063.csv,2,-96.04465082650381,-96.04465082650381,202.47521535478805,180
study2,SR,sub-064.csv,2,-103.89019224196049,-103.89019224196049,218.1662981857014,180
study2,SR,sub-065.csv,2,-0.7280024365736182,-0.7280024365736182,11.841918574927657,180
study2,SR,sub-066.csv,2,-92.27950775114391,-92.27950775114391,194.94492920406825,180
study2,SR,sub-067.csv,2,-0.7280079373426496,-0.7280079373426496,11.84192957646572,180
study2,SR,sub-068.csv,2,-42.69969528530147,-42.69969528530147,95.78530427238337,180
study2,SR,sub-069.csv,2,-52.02867241261386,-52.02867241261386,114.44325852700814,180
study2,SR,sub-070.csv,2,-56.657241550773065,-56.657241550773065,123.70039680332656,180
study2,SR,sub-071.csv,2,-86.99754824710871,-86.99754824710871,184.38101019599785,180
study2,SR,sub-072.csv,2,-83.72794525486424,-83.72794525486424,177.8418042115089,180
study2,SR,sub-073.csv,2,-21.329305781284546,-21.329305781284546,53.04452526434952,180
study2,SR,sub-074.csv,2,-95.66946648282328,-95.66946648282328,201.724846667427,180
study2,SR,sub-075.csv,2,-0.7977849375395556,-0.7977849375395556,11.981483576859532,180
study2,SR,sub-076.csv,2,-6.689586076186568,-6.689586076186568,23.765085854153558,180
study2,SR,sub-077.csv,2,-78.7660230436292,-78.7660230436292,167.91795978903883,180
study2,SR,sub-078.csv,2,-116.23926099300172,-116.23926099300172,242.86443568778387,180
study2,SR,sub-079.csv,2,-108.27279731530245,-108.27279731530245,226.93150833238533,180
study2,SR,sub-080.csv,2,-57.38345118241582,-57.38345118241582,125.15281606661206,180
study2,SR,sub-081.csv,2,-73.1526166339201,-73.1526166339201,156.69114696962063,180
study2,SR,sub-082.csv,2,-45.681510454561796,-45.681510454561796,101.74893461090402,180
study2,SR,sub-083.csv,2,-98.33481701294033,-98.33481701294033,207.0555477276611,180
study2,SR,sub-084.csv,2,-41.94925977835125,-41.94925977835125,94.28443325848292,180
study2,SR,sub-085.csv,2,-69.94816413277005,-69.94816413277005,150.28224196732052,180
study2,SR,sub-086.csv,2,-48.393841684861286,-48.393841684861286,107.173597071503,180
study2,SR,sub-087.csv,2,-48.59270655288813,-48.59270655288813,107.57132680755669,180
study2,SR,sub-088.csv,2,-12.26962292580436,-12.26962292580436,34.925159553389136,180
study2,SR,sub-089.csv,2,-122.10500799670747,-122.10500799670747,254.59592969519537,180
study2,SR,sub-090.csv,2,-60.706755159730456,-60.706755159730456,131.79942402124132,180
study2,SR,sub-091.csv,2,-0.7280066577907185,-0.7280066577907185,11.841927017361858,180
study2,SR,sub-092.csv,2,-0.7321195160917853,-0.7321195160917853,11.850152733963991,180
study2,SR,sub-093.csv,2,-0.7341502870152716,-0.7341502870152716,11.854214275810964,180
study2,SR,sub-094.csv,2,-115.70079409249485,-115.70079409249485,241.78750188677012,180
study2,SR,sub-095.csv,2,-38.72737706020115,-38.72737706020115,87.84066782218272,180
study2,SR,sub-096.csv,2,-39.01433580300025,-39.01433580300025,88.41458530778092,180
study2,SR,sub-097.csv,2,-88.85059156000311,-88.85059156000311,188.08709682178664,180
study2,SR,sub-098.csv,2,-48.60084486178827,-48.60084486178827,107.58760342535696,180
study2,SR,sub-099.csv,2,-92.61071290688422,-92.61071290688422,195.60733951554886,180
study2,SR,sub-100.csv,2,-19.331482795142158,-19.331482795142158,49.04887929206474,180
study2,SR,sub-101.csv,2,-57.774530215605665,-57.774530215605665,125.93497413299175,180
study2,SR,sub-102.csv,2,-0.7280048871599298,-0.7280048871599298,11.84192347610028,180
study2,SR,sub-103.csv,2,-39.47715421358871,-39.47715421358871,89.34022212895785,180
study2,SR,sub-104.csv,2,-44.91984421433374,-44.91984421433374,100.22560213044791,180
study2,SR,sub-105.csv,2,-58.27384022175226,-58.27384022175226,126.93359414528494,180
study2,SR,sub-106.csv,2,-19.197946238548276,-19.197946238548276,48.78180617887698,180
study2,SR,sub-107.csv,2,-17.590069999025474,-17.590069999025474,45.56605369983137,180
study2,SR,sub-108.csv,2,-25.08621873120361,-25.08621873120361,60.55835116418764,180
study2,SR,sub-109.csv,2,-67.12306440526747,-67.12306440526747,144.63204251231537,180
study2,SR,sub-110.csv,2,-59.98759010626709,-59.98759010626709,130.3610939143146,180
study2,SR,sub-111.csv,2,-6.296645334700998,-6.296645334700998,22.97920437118242,180
study2,SR,sub-112.csv,2,-56.81994342998358,-56.81994342998358,124.02580056174759,180
study2,SR,sub-113.csv,2,-52.272174235736806,-52.272174235736806,114.93026217325404,180
study2,SR,sub-114.csv,2,-21.066153984238042,-21.066153984238042,52.51822167025651,180
study2,SR,sub-115.csv,2,-95.82791047679305,-95.82791047679305,202.04173465536653,180
study2,SR,sub-116.csv,2,-8.96641189155654,-8.96641189155654,28.3187374848935,180
study2,SR,sub-117.csv,2,-0.7998546076534379,-0.7998546076534379,11.985622917087296,180
study2,SR,sub-118.csv,2,-36.56169238298169,-36.56169238298169,83.5092984677438,180
study2,SR,sub-119.csv,2,-22.92236886764433,-22.92236886764433,56.230651437069085,180
study2,SR,sub-120.csv,2,-13.668452922119629,-13.668452922119629,37.72281954601968,180
study2,SR,sub-121.csv,2,-60.8661158583804,-60.8661158583804,132.11814541854122,180
study2,SR,sub-122.csv,2,-37.67339215716028,-37.67339215716028,85.73269801610098,180
study2,SR,sub-123.csv,2,-48.10760912178396,-48.10760912178396,106.60113194534834,180
study2,SR,sub-124.csv,2,-94.9184578485587,-94.9184578485587,200.22282939889783,180
study2,SR,sub-125.csv,2,-48.655054303989814,-48.655054303989814,107.69602230976005,180
study2,SR,sub-126.csv,2,-34.25758336653326,-34.25758336653326,78.90108043484695,180
study2,SR,sub-127.csv,2,-37.52411817966599,-37.52411817966599,85.4341500611124,180
study2,SR,sub-128.csv,2,-34.92186343507223,-34.92186343507223,80.22964057192489,180
study2,SR,sub-129.csv,2,-38.916137574064514,-38.916137574064514,88.21818884990945,180
study2,SR,sub-130.csv,2,-43.81157737220449,-43.81157737220449,98.0090684461894,180
study2,SR,sub-131.csv,2,-43.71572315571976,-43.71572315571976,97.81736001321994,180
study2,SR,sub-132.csv,2,-110.71904102365781,-110.71904102365781,231.82399574909604,180
study2,SR,sub-133.csv,2,-0.7474345538584481,-0.7474345538584481,11.880782809497317,180
study2,SR,sub-134.csv,2,-106.398555798131,-106.398555798131,223.18302529804242,180
study2,SR,sub-135.csv,2,-14.596879043070462,-14.596879043070462,39.57967178792134,180
study2,SR,sub-136.csv,2,-92.14361724411539,-92.14361724411539,194.6731481900112,180
study2,SR,sub-137.csv,2,-41.93035527156051,-41.93035527156051,94.24662424490144,180
study2,SR,sub-138.csv,2,-26.26504543956768,-26.26504543956768,62.91600458091578,180
study2,SR,sub-139.csv,2,-37.0286806139775,-37.0286806139775,84.44327492973542,180
study2,SR,sub-140.csv,2,-0.7300842406204264,-0.7300842406204264,11.846082183021274,180
study2,SR,sub-141.csv,2,-118.5363953235205,-118.5363953235205,247.4587043488214,180
study2,SR,sub-142.csv,2,-86.36581541665198,-86.36581541665198,183.1175445350844,180
study2,SR,sub-143.csv,2,-65.06292439549631,-65.06292439549631,140.51176249277304,180
study2,SR,sub-144.csv,2,-10.100940557181993,-10.100940557181993,30.587794816144406,180
