study,model,sub,npar,loglik,lme,bic,n_obs
study2,CB,sub-135.csv,1,-15.315695503646062,-15.315695503646062,35.824347858182335,180
study2,CB,sub-136.csv,1,-95.34775339539316,-95.34775339539316,195.8884636416765,180
study2,CB,sub-137.csv,1,-115.25337232030374,-115.25337232030374,235.69970149149768,180
study2,CB,sub-138.csv,1,-26.328548246791602,-26.328548246791602,57.850053344473416,180
study2,CB,sub-139.csv,1,-115.25337227356582,-115.25337227356582,235.69970139802183,180
study2,CB,sub-140.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-141.csv,1,-123.65309804362344,-123.65309804362344,252.4991529381371,180
study2,CB,sub-142.csv,1,-115.90924492519733,-115.90924492519733,237.01144670128485,180
study2,CB,sub-143.csv,1,-113.86703311041782,-113.86703311041782,232.92702307172584,180
study2,CB,sub-144.csv,1,-81.10232111682481,-81.10232111682481,167.39759908453982,180
study2,CB,sub-145.csv,1,-22.87672849187759,-22.87672849187759,50.94641383464539,180
study2,CB,sub-146.csv,1,-22.876728269736873,-22.876728269736873,50.94641339036396,180
study2,CB,sub-147.csv,1,-124.72204495836245,-124.72204495836245,254.6370467676151,180
study2,CB,sub-148.csv,1,-26.32854843703951,-26.32854843703951,57.850053724969236,180
study2,CB,sub-149.csv,1,-0.8571860984284463,-0.8571860984284463,6.907329047747103,180
study2,CB,sub-150.csv,1,-91.44227334653482,-91.44227334653482,188.07750354395984,180
study2,CB,sub-151.csv,1,-106.3519247007216,-106.3519247007216,217.8968062523334,180
study2,CB,sub-152.csv,1,-110.7899145404859,-110.7899145404859,226.772785931862,180
study2,CB,sub-153.csv,1,-6.378099138985429,-6.378099138985429,17.94915512886107,180
study2,CB,sub-154.csv,1,-44.09498301207202,-44.09498301207202,93.38292287503425,180
study2,CB,sub-155.csv,1,-91.44227333627843,-91.44227333627843,188.07750352344706,180
study2,CB,sub-156.csv,1,-94.07886759220811,-94.07886759220811,193.35069203530642,180
study2,CB,sub-157.csv,1,-101.22077868316832,-101.22077868316832,207.63451421722684,180
study2,CB,sub-158.csv,1,-64.84424951892983,-64.84424951892983,134.88145588874985,180
study2,CB,sub-159.csv,1,-26.328547778573984,-26.328547778573984,57.85005240803818,180
study2,CB,sub-160.csv,1,-119.33391032978263,-119.33391032978263,243.86077751045545,180
study2,CB,sub-161.csv,1,-26.328547888525236,-26.328547888525236,57.850052627940684,180
study2,CB,sub-162.csv,1,-15.315696419455636,-15.315696419455636,35.82434968980148,180
study2,CB,sub-163.csv,1,-124.75538130076067,-124.75538130076067,254.70371945241155,180
