,Unnamed: 0,sub,trial_num,trial_num_within_goal,current_state,decision,got_to_goal,got_to_goal_last,goal_switch,control_regressor,RT,eligible_decisions_accuracy,retrieved_cached,planning_depth,delayed_planning,choices,worry,optimally_delayed,optimally_control_choice,optimally_delayed_last,choice_numeric,choice_numeric_last,choices_numeric,interaction_won_and_metachoice,got_to_goal_retrieved_cached,MB_decision,optimal_metacontrol_choice,optimal_metacontrol_choice_accurate,over_planning,over_control,optimal_metacontrol_choice_last,points_from_choice,points_from_goal,trial_points,total_points,correct_control_action,meta_action,switch_order,goal_reachability
23720,23720,5thisExp_2024-06-24_19h50.38.757.csv,-1.0,1,images/toothbrush.png,2,1,,1,0,1.743758993172872,1,0,1,0,right,67,0,0,0,0,0.0,1,0,Lost_Novel,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23721,23721,5thisExp_2024-06-24_19h50.38.757.csv,-0.9661016949152542,2,images/baby.png,2,1,,1,0,0.1590529298546004,1,0,1,0,right,67,0,0,0,0,0.0,1,0,Lost_Novel,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23722,23722,5thisExp_2024-06-24_19h50.38.757.csv,-0.9491525423728814,3,images/toothbrush.png,2,1,1.0,0,0,1.577534363421092,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23723,23723,5thisExp_2024-06-24_19h50.38.757.csv,-0.9322033898305084,4,images/baby.png,2,1,1.0,0,0,1.6848792809339506,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23724,23724,5thisExp_2024-06-24_19h50.38.757.csv,-0.8135593220338984,5,images/toothbrush.png,2,0,1.0,1,0,-0.632240245656424,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Lost_Cached,2,0,0,0,1,0.0,0,0,0,59100,0.6666666666666666,0,1,0
23725,23725,5thisExp_2024-06-24_19h50.38.757.csv,-0.7966101694915254,6,images/toothbrush.png,2,0,0.0,0,0,-0.5547775112951734,1,0,1,0,left,67,0,0,0,0,0.0,0,0,Won_Novel,2,0,0,0,1,0.0,0,0,0,59100,0.6666666666666666,0,1,0
23726,23726,5thisExp_2024-06-24_19h50.38.757.csv,-0.7457627118644068,7,images/toothbrush.png,2,1,0.0,1,0,-0.05508996631796,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23727,23727,5thisExp_2024-06-24_19h50.38.757.csv,-0.6271186440677966,8,images/toothbrush.png,2,1,1.0,1,0,-0.5202027855785876,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23728,23728,5thisExp_2024-06-24_19h50.38.757.csv,-0.5423728813559322,9,images/baby.png,2,1,1.0,1,0,1.4496681417104662,1,0,1,0,space,67,0,1,0,1,0.0,2,0,Lost_Novel,2,1,1,0,-1,0.0,100,400,500,59100,1.0,1,0,1
23729,23729,5thisExp_2024-06-24_19h50.38.757.csv,-0.4576271186440678,10,images/baby.png,2,1,1.0,1,0,-0.2296647683044753,1,0,1,0,right,67,0,0,0,0,1.0,1,1,Lost_Novel,2,0,0,0,1,1.0,0,400,400,59100,1.0,0,1,0
23730,23730,5thisExp_2024-06-24_19h50.38.757.csv,-0.3728813559322034,11,images/toothbrush.png,2,1,1.0,1,0,-0.0759095941003501,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23731,23731,5thisExp_2024-06-24_19h50.38.757.csv,-0.3389830508474576,12,images/baby.png,2,1,1.0,1,0,-0.6106459590482015,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23732,23732,5thisExp_2024-06-24_19h50.38.757.csv,-0.3050847457627119,13,images/toothbrush.png,2,1,1.0,1,0,-0.3621183036047984,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23733,23733,5thisExp_2024-06-24_19h50.38.757.csv,-0.2203389830508474,14,images/baby.png,2,1,1.0,1,0,0.912884938739322,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23734,23734,5thisExp_2024-06-24_19h50.38.757.csv,-0.2033898305084746,15,images/toothbrush.png,2,1,1.0,0,0,1.1564723081770818,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23735,23735,5thisExp_2024-06-24_19h50.38.757.csv,-0.1186440677966101,16,images/baby.png,2,1,1.0,1,0,0.5686604754369415,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23736,23736,5thisExp_2024-06-24_19h50.38.757.csv,-0.0677966101694915,17,images/toothbrush.png,2,1,1.0,1,0,1.1098159591754349,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23737,23737,5thisExp_2024-06-24_19h50.38.757.csv,-0.0338983050847457,18,images/toothbrush.png,2,1,1.0,1,0,0.6091131849499358,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,400,59100,1.0,0,1,0
23738,23738,5thisExp_2024-06-24_19h50.38.757.csv,-0.0169491525423728,19,images/baby.png,2,1,1.0,0,0,0.3575345743506143,1,1,1,0,right,67,0,0,0,0,0.0,1,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23739,23739,5thisExp_2024-06-24_19h50.38.757.csv,0.0,20,images/toothbrush.png,2,1,1.0,0,0,0.9907300776889888,1,1,1,0,left,67,0,0,0,0,0.0,0,0,Won_Cached,2,0,0,0,1,0.0,0,400,500,59100,1.0,0,1,1
23740,23740,5thisExp_2024-06-24_19h50.38.757.csv,-1.0,1,images/backpack.png,3,1,,1,1,1.8060403437202972,1,0,1,1,left,67,0,1,0,0,0.0,0,0,Lost_Novel,0,1,1,0,0,0.0,0,400,400,59100,1.0,0,1,0
23741,23741,5thisExp_2024-06-24_19h50.38.757.csv,-0.9661016949152542,2,images/bowtie.png,3,1,,1,1,0.6710038158742555,1,0,1,1,right,67,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23742,23742,5thisExp_2024-06-24_19h50.38.757.csv,-0.9491525423728814,3,images/backpack.png,3,1,1.0,0,1,1.856313615243557,1,1,1,1,left,67,0,1,0,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23743,23743,5thisExp_2024-06-24_19h50.38.757.csv,-0.9322033898305084,4,images/bowtie.png,3,1,1.0,0,1,0.1999158651949058,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23744,23744,5thisExp_2024-06-24_19h50.38.757.csv,-0.8135593220338984,5,images/backpack.png,3,0,1.0,1,1,-0.6296091597559575,1,0,1,1,right,67,0,1,0,0,0.0,1,0,Won_Novel,0,1,0,0,0,1.0,0,0,0,59100,0.6666666666666666,0,1,0
23745,23745,5thisExp_2024-06-24_19h50.38.757.csv,-0.7966101694915254,6,images/car.png,3,0,,0,1,-0.898450813745824,1,0,1,1,left,67,0,1,0,0,0.0,0,0,Won_Novel,1,1,0,0,0,1.0,0,0,0,59100,0.6666666666666666,0,1,0
23746,23746,5thisExp_2024-06-24_19h50.38.757.csv,-0.7457627118644068,7,images/car.png,3,1,0.0,1,1,-0.8472311959426605,1,0,1,1,right,67,0,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23747,23747,5thisExp_2024-06-24_19h50.38.757.csv,-0.6271186440677966,8,images/car.png,3,1,1.0,1,1,-0.5514740222437997,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23748,23748,5thisExp_2024-06-24_19h50.38.757.csv,-0.5423728813559322,9,images/bowtie.png,3,1,1.0,1,1,0.3267104594192593,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,0,1
23749,23749,5thisExp_2024-06-24_19h50.38.757.csv,-0.4576271186440678,10,images/bowtie.png,3,1,1.0,1,1,-0.96285836769049,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23750,23750,5thisExp_2024-06-24_19h50.38.757.csv,-0.3728813559322034,11,images/car.png,3,1,1.0,1,1,-0.6995677483628681,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23751,23751,5thisExp_2024-06-24_19h50.38.757.csv,-0.3389830508474576,12,images/bowtie.png,3,1,1.0,1,1,-1.8158472647571449,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23752,23752,5thisExp_2024-06-24_19h50.38.757.csv,-0.3050847457627119,13,images/car.png,3,1,1.0,1,1,-0.7360546815712219,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23753,23753,5thisExp_2024-06-24_19h50.38.757.csv,-0.2203389830508474,14,images/bowtie.png,3,1,1.0,1,1,-1.3696339202267835,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23754,23754,5thisExp_2024-06-24_19h50.38.757.csv,-0.2033898305084746,15,images/car.png,3,1,1.0,0,1,-1.090049058007622,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23755,23755,5thisExp_2024-06-24_19h50.38.757.csv,-0.1186440677966101,16,images/bowtie.png,3,1,1.0,1,1,-1.7181373293574411,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23756,23756,5thisExp_2024-06-24_19h50.38.757.csv,-0.0677966101694915,17,images/car.png,3,1,1.0,1,1,-0.96154963827977,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23757,23757,5thisExp_2024-06-24_19h50.38.757.csv,-0.0338983050847457,18,images/car.png,3,1,1.0,1,1,0.3763108906778132,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,400,59100,1.0,0,1,0
23758,23758,5thisExp_2024-06-24_19h50.38.757.csv,-0.0169491525423728,19,images/bowtie.png,3,1,1.0,0,1,-1.6581030844153817,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23759,23759,5thisExp_2024-06-24_19h50.38.757.csv,0.0,20,images/car.png,3,1,1.0,0,1,-1.5827959814876793,1,1,1,1,right,67,0,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,500,59100,1.0,0,1,1
23760,23760,5thisExp_2024-06-24_19h50.40.283.csv,-1.0,1,start,1,1,,1,0,3.791925543552436,1,0,1,0,space,39,1,1,0,1,0.0,2,0,Lost_Novel,2,1,1,0,-1,0.0,100,400,600,25200,1.0,1,1,1
23761,23761,5thisExp_2024-06-24_19h50.40.283.csv,-0.9491525423728814,2,start,1,0,1.0,1,0,1.2837354727921535,1,0,1,0,left,39,0,0,1,0,1.0,0,1,Won_Novel,2,0,0,0,1,1.0,0,0,-100,25200,1.0,0,0,1
23762,23762,5thisExp_2024-06-24_19h50.40.283.csv,-0.864406779661017,3,start,1,1,0.0,1,0,3.579965409923468,1,0,1,0,space,39,1,1,0,1,0.0,2,0,Lost_Novel,2,1,1,0,-1,0.0,100,400,600,25200,1.0,1,1,1
23763,23763,5thisExp_2024-06-24_19h50.40.283.csv,-0.8305084745762712,4,start,1,1,1.0,1,0,1.807353908101412,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23764,23764,5thisExp_2024-06-24_19h50.40.283.csv,-0.7796610169491526,5,start,1,1,1.0,1,0,1.6063531594721765,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23765,23765,5thisExp_2024-06-24_19h50.40.283.csv,-0.711864406779661,6,start,1,1,1.0,1,0,3.365518389205137,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23766,23766,5thisExp_2024-06-24_19h50.40.283.csv,-0.6271186440677966,7,start,1,1,1.0,1,0,0.9305486036208546,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23767,23767,5thisExp_2024-06-24_19h50.40.283.csv,-0.5932203389830508,8,start,1,1,1.0,1,0,1.4510047424886463,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23768,23768,5thisExp_2024-06-24_19h50.40.283.csv,-0.5254237288135594,9,start,1,1,1.0,1,0,0.7788660559624827,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23769,23769,5thisExp_2024-06-24_19h50.40.283.csv,-0.5084745762711864,10,start,1,1,1.0,0,0,1.0620174581985546,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23770,23770,5thisExp_2024-06-24_19h50.40.283.csv,-0.4915254237288136,11,start,1,1,1.0,0,0,-0.5457621936468869,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23771,23771,5thisExp_2024-06-24_19h50.40.283.csv,-0.4576271186440678,12,start,1,1,1.0,1,0,1.3613354630786954,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23772,23772,5thisExp_2024-06-24_19h50.40.283.csv,-0.4406779661016949,13,start,1,1,1.0,0,0,0.2475629558549532,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23773,23773,5thisExp_2024-06-24_19h50.40.283.csv,-0.2542372881355932,14,start,1,0,1.0,1,0,-1.156135474911776,1,1,1,0,space,39,0,1,1,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23774,23774,5thisExp_2024-06-24_19h50.40.283.csv,-0.2033898305084746,15,start,1,1,0.0,1,0,-1.2718948208113945,1,1,1,0,space,39,0,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23775,23775,5thisExp_2024-06-24_19h50.40.283.csv,-0.1864406779661017,16,start,1,0,1.0,0,0,-0.9296292963133356,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23776,23776,5thisExp_2024-06-24_19h50.40.283.csv,-0.1186440677966101,17,start,1,1,0.0,1,0,-1.117489344437799,1,1,1,0,space,39,0,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23777,23777,5thisExp_2024-06-24_19h50.40.283.csv,-0.0847457627118644,18,start,1,1,1.0,1,0,-0.6119359251351221,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23778,23778,5thisExp_2024-06-24_19h50.40.283.csv,-0.0169491525423728,19,start,1,0,1.0,1,0,-1.2157080605443569,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23779,23779,5thisExp_2024-06-24_19h50.40.283.csv,0.0,20,start,1,1,0.0,0,0,-0.7131458270666353,1,1,1,0,space,39,0,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23780,23780,5thisExp_2024-06-24_19h50.40.283.csv,-1.0,1,images/toothbrush.png,2,1,,1,0,2.785942906869466,1,0,1,0,space,39,1,1,0,1,0.0,2,0,Lost_Novel,2,1,1,0,-1,0.0,100,400,600,25200,1.0,1,1,1
23781,23781,5thisExp_2024-06-24_19h50.40.283.csv,-0.9491525423728814,2,images/baby.png,2,0,,1,0,1.809648502063795,1,0,1,0,right,39,0,0,1,0,0.0,1,0,Won_Novel,2,0,0,0,1,1.0,0,0,-100,25200,1.0,0,0,1
23782,23782,5thisExp_2024-06-24_19h50.40.283.csv,-0.864406779661017,3,images/toothbrush.png,2,1,1.0,1,0,2.0922220222942047,1,1,1,0,space,39,1,1,0,1,1.0,2,1,Won_Cached,2,1,1,0,-1,0.0,100,400,600,25200,1.0,1,1,1
23783,23783,5thisExp_2024-06-24_19h50.40.283.csv,-0.8305084745762712,4,images/toothbrush.png,2,1,1.0,1,0,2.0349801199714435,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23784,23784,5thisExp_2024-06-24_19h50.40.283.csv,-0.7796610169491526,5,images/toothbrush.png,2,1,1.0,1,0,1.20453264758445,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23785,23785,5thisExp_2024-06-24_19h50.40.283.csv,-0.711864406779661,6,images/toothbrush.png,2,1,1.0,1,0,0.8190306522501969,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23786,23786,5thisExp_2024-06-24_19h50.40.283.csv,-0.6271186440677966,7,images/baby.png,2,1,0.0,1,0,-1.7181373293574411,1,0,1,0,space,39,1,1,1,1,0.0,2,0,Lost_Novel,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23787,23787,5thisExp_2024-06-24_19h50.40.283.csv,-0.5932203389830508,8,images/baby.png,2,1,1.0,1,0,0.6585039746163712,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23788,23788,5thisExp_2024-06-24_19h50.40.283.csv,-0.5254237288135594,9,images/baby.png,2,1,1.0,1,0,1.390734489145912,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23789,23789,5thisExp_2024-06-24_19h50.40.283.csv,-0.5084745762711864,10,images/toothbrush.png,2,1,1.0,0,0,-0.0850133743269567,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23790,23790,5thisExp_2024-06-24_19h50.40.283.csv,-0.4915254237288136,11,images/baby.png,2,1,1.0,0,0,-0.6271721916364124,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23791,23791,5thisExp_2024-06-24_19h50.40.283.csv,-0.4576271186440678,12,images/baby.png,2,1,1.0,1,0,0.2280912910381433,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23792,23792,5thisExp_2024-06-24_19h50.40.283.csv,-0.4406779661016949,13,images/baby.png,2,1,1.0,0,0,-0.1282880203015309,1,1,1,0,space,39,1,1,1,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,600,25200,1.0,1,1,1
23793,23793,5thisExp_2024-06-24_19h50.40.283.csv,-0.2542372881355932,14,images/baby.png,2,0,1.0,1,0,-2.033321606066283,1,1,1,0,space,39,0,1,1,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23794,23794,5thisExp_2024-06-24_19h50.40.283.csv,-0.2033898305084746,15,images/toothbrush.png,2,1,1.0,1,0,-1.7891628433807891,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23795,23795,5thisExp_2024-06-24_19h50.40.283.csv,-0.1864406779661017,16,images/toothbrush.png,2,0,1.0,0,0,-1.744112815760702,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23796,23796,5thisExp_2024-06-24_19h50.40.283.csv,-0.1186440677966101,17,images/baby.png,2,1,0.0,1,0,-1.919365593833201,1,1,1,0,space,39,0,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23797,23797,5thisExp_2024-06-24_19h50.40.283.csv,-0.0847457627118644,18,images/baby.png,2,1,1.0,1,0,-1.885191414020608,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23798,23798,5thisExp_2024-06-24_19h50.40.283.csv,-0.0169491525423728,19,images/baby.png,2,0,1.0,1,0,-1.5611240521555498,1,1,1,0,space,39,0,1,0,1,1.0,2,1,Lost_Cached,2,1,0,0,-1,1.0,-100,0,-300,25200,,1,1,1
23799,23799,5thisExp_2024-06-24_19h50.40.283.csv,0.0,20,images/baby.png,2,1,0.0,0,0,-1.8799351601317804,1,1,1,0,space,39,0,1,0,1,1.0,2,-1,Won_Cached,2,1,1,0,-1,1.0,100,400,700,25200,,1,1,1
23800,23800,5thisExp_2024-06-24_19h50.40.283.csv,-1.0,1,images/car.png,3,1,,1,1,1.6628838881397263,1,0,1,1,right,39,1,1,0,0,0.0,1,0,Lost_Novel,1,1,1,0,0,0.0,0,400,600,25200,1.0,0,1,1
23801,23801,5thisExp_2024-06-24_19h50.40.283.csv,-0.9491525423728814,2,images/bowtie.png,3,0,,1,1,0.5354401845299098,1,0,1,1,space,39,0,0,1,1,0.0,2,0,Won_Novel,1,0,0,0,0,1.0,-100,0,-100,25200,1.0,1,0,1
23802,23802,5thisExp_2024-06-24_19h50.40.283.csv,-0.864406779661017,3,images/car.png,3,1,1.0,1,1,2.4667935943610733,1,1,1,1,right,39,1,1,0,0,0.0,1,0,Won_Cached,1,1,1,0,0,0.0,0,400,600,25200,1.0,0,1,1
23803,23803,5thisExp_2024-06-24_19h50.40.283.csv,-0.8305084745762712,4,images/car.png,3,1,1.0,1,1,2.65514156766903,1,1,1,1,right,39,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23804,23804,5thisExp_2024-06-24_19h50.40.283.csv,-0.7796610169491526,5,images/backpack.png,3,1,,1,1,2.42440441631514,1,0,1,1,left,39,1,1,1,0,0.0,0,0,Lost_Novel,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23805,23805,5thisExp_2024-06-24_19h50.40.283.csv,-0.711864406779661,6,images/car.png,3,1,1.0,1,1,2.343227871456062,1,1,1,1,right,39,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23806,23806,5thisExp_2024-06-24_19h50.40.283.csv,-0.6271186440677966,7,images/bowtie.png,3,1,0.0,1,1,2.112586140272138,1,0,1,1,right,39,1,1,1,0,1.0,1,-1,Lost_Novel,1,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23807,23807,5thisExp_2024-06-24_19h50.40.283.csv,-0.5932203389830508,8,images/backpack.png,3,1,1.0,1,1,2.925990907729316,1,1,1,1,left,39,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23808,23808,5thisExp_2024-06-24_19h50.40.283.csv,-0.5254237288135594,9,images/bowtie.png,3,1,1.0,1,1,3.093897464840778,1,1,1,1,right,39,1,1,1,0,0.0,1,0,Won_Cached,1,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23809,23809,5thisExp_2024-06-24_19h50.40.283.csv,-0.5084745762711864,10,images/backpack.png,3,1,1.0,0,1,2.7596617781657886,1,1,1,1,left,39,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23810,23810,5thisExp_2024-06-24_19h50.40.283.csv,-0.4915254237288136,11,images/backpack.png,3,1,1.0,0,1,1.7545593799054051,1,1,1,1,left,39,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23811,23811,5thisExp_2024-06-24_19h50.40.283.csv,-0.4576271186440678,12,images/backpack.png,3,1,1.0,1,1,2.8629034911839217,1,1,1,1,left,39,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23812,23812,5thisExp_2024-06-24_19h50.40.283.csv,-0.4406779661016949,13,images/backpack.png,3,1,1.0,0,1,1.0735679475618487,1,1,1,1,left,39,1,1,1,0,0.0,0,0,Won_Cached,0,1,1,0,0,1.0,0,400,600,25200,1.0,0,1,1
23813,23813,5thisExp_2024-06-24_19h50.40.283.csv,-0.2542372881355932,14,images/bowtie.png,3,0,1.0,1,1,-1.90112800628342,1,0,1,1,space,39,0,0,1,1,0.0,2,0,Won_Novel,1,0,0,0,0,1.0,-100,0,-300,25200,,1,1,1
23814,23814,5thisExp_2024-06-24_19h50.40.283.csv,-0.2033898305084746,15,images/backpack.png,3,1,1.0,1,1,-1.9783300403114248,1,0,1,1,space,39,0,0,0,1,0.0,2,0,Lost_Novel,0,0,0,0,0,0.0,100,400,700,25200,,1,1,1
23815,23815,5thisExp_2024-06-24_19h50.40.283.csv,-0.1864406779661017,16,images/backpack.png,3,0,1.0,0,1,-1.898454207899018,1,1,1,1,space,39,0,0,0,1,1.0,2,1,Lost_Cached,0,0,0,0,0,0.0,-100,0,-300,25200,,1,1,1
23816,23816,5thisExp_2024-06-24_19h50.40.283.csv,-0.1186440677966101,17,images/bowtie.png,3,1,0.0,1,1,-2.0317948882124828,1,1,1,1,space,39,0,0,0,1,1.0,2,-1,Won_Cached,1,0,0,0,0,0.0,100,400,700,25200,,1,1,1
23817,23817,5thisExp_2024-06-24_19h50.40.283.csv,-0.0847457627118644,18,images/backpack.png,3,1,0.0,1,1,-1.7891628433807891,1,1,1,1,space,39,0,0,0,1,1.0,2,-1,Won_Cached,0,0,0,0,0,0.0,100,400,700,25200,,1,1,1
23818,23818,5thisExp_2024-06-24_19h50.40.283.csv,-0.0169491525423728,19,images/backpack.png,3,0,1.0,1,1,-2.26048391697541,1,1,1,1,space,39,0,0,0,1,1.0,2,1,Lost_Cached,0,0,0,0,0,0.0,-100,0,-300,25200,,1,1,1
